,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,DEST,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr,TAXI_OUT
13656,12,14,6,DL,N703TW,SFO,-3,419,2586,1165,1162,1404,50,48,93,WSW,24,32,29.27,Mostly Cloudy / Windy,41,29,24
13661,12,14,6,B6,N961JT,SFO,5,409,2586,1180,1185,1409,50,48,93,WSW,24,32,29.27,Mostly Cloudy / Windy,41,29,35
13704,12,14,6,B6,N986JB,SFO,-2,390,2586,1309,1307,79,49,42,77,WSW,31,36,29.31,Cloudy / Windy,24,24,22
13743,12,15,7,DL,N721TW,SFO,-7,409,2586,420,413,649,44,35,71,W,20,25,29.71,Mostly Cloudy,19,20,14
13744,12,15,7,AS,N533AS,SFO,-7,407,2586,420,413,647,44,35,71,W,20,25,29.71,Mostly Cloudy,19,20,28
13747,12,15,7,AA,N109NN,SFO,-5,402,2586,420,415,642,44,35,71,W,20,25,29.71,Mostly Cloudy,19,20,20
13761,12,15,7,B6,N989JT,SFO,35,393,2586,428,463,641,44,35,71,W,20,25,29.71,Mostly Cloudy,37,34,18
13789,12,15,7,DL,N722TW,SFO,0,422,2586,490,490,732,45,34,65,W,21,26,29.74,Mostly Cloudy / Windy,51,16,20
13810,12,15,7,B6,N968JT,SFO,-5,397,2586,560,555,777,46,35,66,W,20,29,29.76,Mostly Cloudy,32,19,18
13812,12,15,7,AS,N292AK,SFO,-7,407,2586,570,563,797,46,35,66,W,20,29,29.76,Mostly Cloudy,32,19,33
13815,12,15,7,DL,N707TW,SFO,-5,416,2586,580,575,816,46,35,66,W,20,29,29.76,Mostly Cloudy,32,19,22
13830,12,15,7,AA,N111ZM,SFO,-8,400,2586,660,652,880,48,32,54,W,28,33,29.78,Mostly Cloudy / Windy,18,22,17
13835,12,15,7,B6,N976JT,SFO,3,393,2586,660,663,873,48,32,54,W,28,33,29.78,Mostly Cloudy / Windy,32,22,26
13840,12,15,7,AS,N273AK,SFO,-16,407,2586,690,674,917,48,32,54,W,28,33,29.78,Mostly Cloudy / Windy,32,22,26
13860,12,15,7,DL,N718TW,SFO,48,412,2586,685,733,917,49,28,44,W,28,37,29.81,Mostly Cloudy / Windy,24,25,15
13918,12,15,7,DL,N711ZX,SFO,-2,417,2586,961,959,1198,43,24,47,W,21,33,29.96,Partly Cloudy / Windy,28,38,37
13924,12,15,7,AA,N113AN,SFO,0,408,2586,980,980,1208,43,24,47,W,21,33,29.96,Partly Cloudy / Windy,32,32,30
13928,12,15,7,AS,N461AS,SFO,-9,410,2586,995,986,1225,43,24,47,W,21,33,29.96,Partly Cloudy / Windy,32,32,26
13940,12,15,7,DL,N710TW,SFO,-3,411,2586,1025,1022,1256,42,24,49,W,18,29,30.01,Partly Cloudy,31,32,13
13950,12,15,7,AA,N107NN,SFO,-4,404,2586,1065,1061,1289,42,24,49,W,18,29,30.01,Partly Cloudy,31,32,24
13988,12,15,7,DL,N706TW,SFO,-5,424,2586,1180,1175,1424,41,24,51,W,17,26,30.07,Fair,44,30,37
14002,12,15,7,B6,N962JT,SFO,-4,412,2586,1200,1196,1432,41,24,51,W,17,26,30.07,Fair,44,30,34
14019,12,15,7,AA,N109NN,SFO,-1,406,2586,1275,1274,61,40,24,53,W,16,0,30.09,Mostly Cloudy,30,31,22
14028,12,15,7,B6,N944JT,SFO,-4,390,2586,1309,1305,79,40,24,53,W,16,0,30.09,Mostly Cloudy,30,31,15
14072,12,16,1,AS,N297AK,SFO,-8,407,2586,420,412,647,34,18,52,NNW,8,0,30.26,Cloudy,18,22,23
14075,12,16,1,AA,N105NN,SFO,-6,402,2586,420,414,642,34,18,52,NNW,8,0,30.26,Cloudy,18,22,17
14083,12,16,1,B6,N991JT,SFO,-8,393,2586,428,420,641,34,18,52,NNW,8,0,30.26,Cloudy,38,32,16
14084,12,16,1,DL,N722TW,SFO,3,409,2586,420,423,649,34,18,52,NNW,8,0,30.26,Cloudy,38,32,24
14119,12,16,1,DL,N702TW,SFO,0,422,2586,490,490,732,35,18,50,NNW,9,0,30.28,Cloudy,51,20,33
14139,12,16,1,B6,N923JB,SFO,-5,397,2586,560,555,777,35,17,48,NNW,10,0,30.3,Cloudy,35,19,15
14144,12,16,1,AS,N287AK,SFO,-5,407,2586,570,565,797,35,17,48,NNW,10,0,30.3,Cloudy,35,19,20
14146,12,16,1,DL,N713TW,SFO,-6,416,2586,580,574,816,35,17,48,NNW,10,0,30.3,Cloudy,35,19,17
14163,12,16,1,B6,N969JT,SFO,-6,393,2586,660,654,873,36,18,48,CALM,0,0,30.27,Cloudy,19,23,22
14164,12,16,1,AA,N117AN,SFO,-2,400,2586,660,658,880,36,18,48,CALM,0,0,30.27,Cloudy,19,23,21
14174,12,16,1,DL,N718TW,SFO,-7,412,2586,685,678,917,36,18,48,CALM,0,0,30.27,Cloudy,30,23,17
14178,12,16,1,AS,N584AS,SFO,-7,407,2586,690,683,917,36,18,48,CALM,0,0,30.27,Cloudy,30,23,25
14246,12,16,1,B6,N987JT,SFO,-5,404,2586,930,925,1154,35,24,64,CALM,0,0,30.23,Mostly Cloudy,29,36,20
14261,12,16,1,DL,N704X,SFO,4,417,2586,961,965,1198,36,23,59,NNE,3,0,30.23,Mostly Cloudy,31,33,18
14268,12,16,1,AA,N109NN,SFO,6,408,2586,980,986,1208,36,23,59,NNE,3,0,30.23,Mostly Cloudy,31,33,11
14269,12,16,1,AS,N285AK,SFO,-1,410,2586,995,994,1225,36,23,59,NNE,3,0,30.23,Mostly Cloudy,31,33,28
14291,12,16,1,DL,N703TW,SFO,19,411,2586,1025,1044,1256,36,21,55,N,6,0,30.23,Cloudy,33,33,16
14294,12,16,1,AA,N102NN,SFO,-6,404,2586,1065,1059,1289,36,21,55,N,6,0,30.23,Cloudy,33,33,19
14332,12,16,1,B6,N981JT,SFO,-5,409,2586,1180,1175,1409,36,24,62,E,5,0,30.22,Wintry Mix,41,29,31
14333,12,16,1,DL,N711ZX,SFO,-5,424,2586,1180,1175,1424,36,24,62,E,5,0,30.22,Wintry Mix,41,29,35
14358,12,16,1,AA,N105NN,SFO,0,406,2586,1275,1275,61,34,27,75,ENE,3,0,30.2,Wintry Mix,27,29,29
14364,12,16,1,B6,N985JT,SFO,0,390,2586,1309,1309,79,34,28,79,NE,6,0,30.19,Light Rain,27,29,40
14396,12,17,2,AA,N103NN,SFO,0,402,2586,420,420,642,34,34,10,NE,17,0,29.88,Light Rain,38,34,40
14399,12,17,2,DL,N702TW,SFO,12,409,2586,420,432,649,34,34,10,NE,17,0,29.88,Light Rain,38,34,31
14429,12,17,2,DL,N710TW,SFO,10,422,2586,490,500,732,34,34,10,NE,14,0,29.86,Light Rain,51,17,40
14447,12,17,2,B6,N986JB,SFO,0,397,2586,560,560,777,35,35,10,NE,12,0,29.85,Rain,30,17,28
14452,12,17,2,DL,N721TW,SFO,-2,416,2586,580,578,816,35,35,10,NE,12,0,29.85,Rain,30,17,26
14468,12,17,2,AA,N112AN,SFO,-5,400,2586,660,655,880,35,35,10,NNE,14,0,29.74,Rain,19,22,19
14469,12,17,2,B6,N929JB,SFO,-1,393,2586,660,659,873,35,35,10,NNE,14,0,29.74,Rain,19,22,31
14480,12,17,2,DL,N707TW,SFO,-3,412,2586,685,682,917,35,35,10,NNE,14,0,29.74,Rain,30,19,32
14550,12,17,2,B6,N943JT,SFO,27,404,2586,930,957,1154,34,34,10,N,13,0,29.66,Light Rain,28,36,21
14551,12,17,2,DL,N706TW,SFO,-4,417,2586,961,957,1198,34,34,10,N,13,0,29.66,Light Rain,28,36,19
14563,12,17,2,AS,N534AS,SFO,-3,410,2586,995,992,1225,34,34,10,N,13,0,29.66,Light Rain,32,30,40
14577,12,17,2,DL,N712TW,SFO,-2,411,2586,1025,1023,1256,34,34,10,NNW,12,0,29.69,Light Rain,31,31,32
14588,12,17,2,AA,N115NN,SFO,1,404,2586,1065,1066,1289,34,34,10,NNW,12,0,29.69,Light Rain,31,31,36
14622,12,17,2,DL,N704X,SFO,6,424,2586,1180,1186,1424,34,33,96,NNW,8,0,29.7,Light Rain,41,31,27
14633,12,17,2,AS,N284AK,SFO,520,407,2586,690,1210,917,34,33,96,NNW,8,0,29.7,Light Rain,28,41,24
14635,12,17,2,B6,N937JB,SFO,13,412,2586,1200,1213,1432,34,33,96,NNW,8,0,29.7,Light Rain,28,41,19
14656,12,17,2,AA,N103NN,SFO,-4,406,2586,1275,1271,61,34,32,93,NNW,13,0,29.7,Cloudy,27,29,18
14663,12,17,2,B6,N979JT,SFO,-2,390,2586,1309,1307,79,34,32,92,NNW,15,0,29.7,Cloudy,27,29,15
14711,12,18,3,AS,N433AS,SFO,0,407,2586,420,420,647,33,24,70,W,12,0,29.87,Fair,38,32,23
14712,12,18,3,DL,N710TW,SFO,0,409,2586,420,420,649,33,24,70,W,12,0,29.87,Fair,38,32,13
14719,12,18,3,B6,N946JL,SFO,10,393,2586,428,438,641,33,24,70,W,12,0,29.87,Fair,38,32,22
14771,12,18,3,B6,N976JT,SFO,6,397,2586,560,566,777,36,26,67,WSW,12,0,29.87,Fair,34,17,17
14775,12,18,3,DL,N722TW,SFO,-4,416,2586,580,576,816,36,26,67,WSW,12,0,29.87,Fair,34,17,32
14804,12,18,3,AS,N285AK,SFO,-3,407,2586,690,687,917,38,26,62,W,18,0,29.83,Partly Cloudy,30,20,23
14814,12,18,3,B6,N962JT,SFO,55,393,2586,660,715,873,36,26,67,W,18,0,29.82,Mostly Cloudy,30,20,28
14828,12,18,3,DL,N713TW,SFO,92,412,2586,685,777,917,34,24,67,W,25,33,29.82,Cloudy / Windy,25,25,16
14931,12,19,4,B6,N987JT,SFO,0,402,2586,415,415,637,18,4 ,54,WNW,22,30,30.3,Fair / Windy,20,21,21
14936,12,19,4,DL,N713TW,SFO,-2,409,2586,420,418,649,18,4 ,54,WNW,22,30,30.3,Fair / Windy,20,21,19
14939,12,19,4,AS,N495AS,SFO,6,407,2586,420,426,647,18,4 ,54,WNW,22,30,30.3,Fair / Windy,39,35,28
14979,12,19,4,AS,N408AS,SFO,55,407,2586,570,625,797,22,6 ,51,WNW,20,28,30.35,Fair,21,22,41
15000,12,19,4,AA,N103NN,SFO,72,409,2586,630,702,859,23,7 ,50,W,16,0,30.33,Fair,31,22,39
15013,12,19,4,B6,N993JE,SFO,123,410,2586,655,778,885,26,10,51,WNW,21,28,30.34,Fair / Windy,23,26,19
15058,12,19,4,B6,N986JB,SFO,-2,419,2586,929,927,1168,26,10,51,WNW,18,24,30.36,Fair,33,34,23
15070,12,19,4,DL,N624AG,SFO,4,417,2586,955,959,1192,25,11,55,W,13,0,30.37,Fair,33,34,22
15081,12,19,4,AS,N251AK,SFO,4,410,2586,995,999,1225,25,11,55,W,13,0,30.37,Fair,27,34,21
15093,12,19,4,DL,N704X,SFO,-2,411,2586,1025,1023,1256,25,9 ,51,NW,16,0,30.39,Fair,34,32,23
15094,12,19,4,AA,N116AN,SFO,2,416,2586,1029,1031,1265,25,9 ,51,NW,16,0,30.39,Fair,34,32,22
15193,12,20,5,DL,N711ZX,SFO,-3,409,2586,420,417,649,24,14,65,NW,13,0,30.51,Fair,20,24,19
15203,12,20,5,AS,N464AS,SFO,22,407,2586,420,442,647,24,14,65,NW,13,0,30.51,Fair,38,36,25
15242,12,20,5,DL,N722TW,SFO,19,422,2586,490,509,732,26,12,55,NW,13,0,30.53,Fair,55,19,20
15262,12,20,5,AS,N284AK,SFO,-3,407,2586,570,567,797,28,11,49,NNW,16,0,30.55,Fair,37,17,24
15268,12,20,5,DL,N704X,SFO,0,416,2586,580,580,816,28,11,49,NNW,16,0,30.55,Fair,37,17,27
15280,12,20,5,AA,N101NN,SFO,-1,409,2586,630,629,859,29,11,47,NNW,13,0,30.55,Fair,20,24,17
15285,12,20,5,B6,N985JT,SFO,-2,410,2586,655,653,885,31,11,43,NW,14,0,30.53,Fair,20,24,19
15299,12,20,5,DL,N710TW,SFO,1,412,2586,685,686,917,31,11,43,NW,14,0,30.53,Fair,30,22,16
15309,12,20,5,B6,N976JT,SFO,160,414,2586,550,710,784,31,11,43,NW,14,0,30.53,Fair,30,22,20
15364,12,20,5,B6,N983JT,SFO,-8,419,2586,929,921,1168,33,15,48,N,12,0,30.56,Fair,33,35,25
15388,12,20,5,DL,N702TW,SFO,5,417,2586,961,966,1198,32,16,52,NNW,9,0,30.58,Fair,28,35,27
15398,12,20,5,AS,N263AK,SFO,2,410,2586,995,997,1225,32,16,52,NNW,9,0,30.58,Fair,28,35,17
15408,12,20,5,DL,N706TW,SFO,-4,411,2586,1025,1021,1256,31,16,54,N,12,0,30.59,Fair,34,36,21
15411,12,20,5,AA,N115NN,SFO,-3,416,2586,1029,1026,1265,31,16,54,N,12,0,30.59,Fair,34,36,18
15463,12,20,5,DL,N624AG,SFO,4,424,2586,1180,1184,1424,29,14,54,N,12,0,30.62,Fair,47,29,28
15476,12,20,5,B6,N989JT,SFO,12,412,2586,1200,1212,1432,29,14,54,N,12,0,30.62,Fair,30,44,22
15504,12,20,5,B6,N961JT,SFO,-5,402,2586,1309,1304,91,28,13,53,N,10,0,30.63,Fair,32,35,19
15550,12,21,6,AS,N472AS,SFO,2,407,2586,420,422,647,24,17,75,NNE,5,0,30.64,Mostly Cloudy,36,34,29
15562,12,21,6,DL,N704X,SFO,46,406,2586,420,466,646,24,17,75,NNE,5,0,30.64,Mostly Cloudy,36,34,21
15598,12,21,6,B6,N979JT,SFO,7,414,2586,550,557,784,29,20,69,NNE,6,0,30.66,Mostly Cloudy,46,15,16
15615,12,21,6,AS,N284AK,SFO,15,407,2586,570,585,797,29,20,69,NNE,6,0,30.66,Mostly Cloudy,46,15,19
15629,12,21,6,AA,N110AN,SFO,25,409,2586,629,654,858,33,21,61,NNE,5,0,30.59,Cloudy,25,21,26
15637,12,21,6,DL,N710TW,SFO,-6,410,2586,685,679,915,33,21,61,NNE,5,0,30.59,Cloudy,30,19,24
15639,12,21,6,AS,N215AK,SFO,-7,407,2586,690,683,917,33,21,61,NNE,5,0,30.59,Cloudy,30,19,30
15713,12,21,6,B6,N967JT,SFO,10,419,2586,929,939,1168,35,27,72,SSW,3,0,30.5,Cloudy,35,38,19
15724,12,21,6,DL,N624AG,SFO,1,413,2586,970,971,1203,33,27,78,SW,8,0,30.51,Cloudy,30,32,26
15747,12,21,6,AA,N117AN,SFO,9,416,2586,1029,1038,1265,32,28,85,SW,7,0,30.5,Mostly Cloudy,28,37,19
15752,12,21,6,AS,N264AK,SFO,59,410,2586,995,1054,1225,32,28,85,SW,7,0,30.5,Mostly Cloudy,28,37,36
15790,12,21,6,DL,N703TW,SFO,9,419,2586,1170,1179,1409,33,29,85,S,3,0,30.48,Partly Cloudy,47,36,32
15797,12,21,6,B6,N981JT,SFO,6,412,2586,1200,1206,1432,33,29,85,S,3,0,30.48,Partly Cloudy,35,42,13
15831,12,21,6,B6,N943JT,SFO,16,402,2586,1309,1325,91,33,29,85,W,5,0,30.48,Fair,20,34,37
15868,12,22,7,AS,N275AK,SFO,16,407,2586,420,436,647,30,25,82,WSW,10,0,30.38,Fair,35,35,24
15892,12,22,7,DL,N624AG,SFO,5,422,2586,490,495,732,33,25,72,WSW,10,0,30.38,Fair,54,20,23
15915,12,22,7,B6,N976JT,SFO,-4,414,2586,550,546,784,36,27,70,WSW,9,0,30.37,Fair,43,19,16
15948,12,22,7,DL,N702TW,SFO,67,416,2586,590,657,826,41,30,65,SW,12,0,30.31,Partly Cloudy,25,21,24
15954,12,22,7,AA,N104NN,SFO,40,409,2586,630,670,859,41,30,65,SW,12,0,30.31,Partly Cloudy,30,19,37
15962,12,22,7,AS,N526AS,SFO,-4,407,2586,690,686,917,41,30,65,SW,12,0,30.31,Partly Cloudy,30,19,36
15979,12,22,7,DL,N713TW,SFO,67,412,2586,685,752,917,43,31,62,SW,15,0,30.29,Partly Cloudy,19,23,19
15981,12,22,7,B6,N934JB,SFO,101,410,2586,655,756,885,43,31,62,SW,15,0,30.29,Partly Cloudy,19,23,16
16049,12,22,7,DL,N703TW,SFO,-1,417,2586,970,969,1207,42,32,67,WSW,10,0,30.22,Fair,30,30,24
16052,12,22,7,AS,N409AS,SFO,-13,410,2586,995,982,1225,42,32,67,WSW,10,0,30.22,Fair,30,30,27
16059,12,22,7,B6,N945JT,SFO,59,419,2586,929,988,1168,42,32,67,WSW,10,0,30.22,Fair,30,30,35
16076,12,22,7,AA,N111ZM,SFO,23,416,2586,1029,1052,1265,40,31,70,WSW,9,0,30.22,Fair,29,36,13
16128,12,22,7,DL,N712TW,SFO,19,424,2586,1220,1239,24,40,32,73,WSW,14,0,30.23,Fair,33,42,39
16150,12,22,7,B6,N942JB,SFO,-3,402,2586,1309,1306,91,40,32,73,WSW,12,0,30.22,Fair,35,33,21
16189,12,23,1,DL,N705TW,SFO,-2,409,2586,420,418,649,37,33,86,WSW,8,0,30.16,Fair,19,25,28
16205,12,23,1,AS,N448AS,SFO,30,407,2586,420,450,647,37,33,86,WSW,8,0,30.16,Fair,35,35,17
16227,12,23,1,DL,N703TW,SFO,-3,422,2586,490,487,732,40,34,79,SW,6,0,30.16,Fair,54,20,29
16248,12,23,1,B6,N946JL,SFO,-3,414,2586,550,547,784,42,35,76,SW,10,0,30.16,Fair,41,17,18
16269,12,23,1,DL,N702TW,SFO,8,416,2586,590,598,826,45,35,68,SW,14,0,30.14,Fair,41,17,15
16279,12,23,1,AA,N101NN,SFO,17,409,2586,630,647,859,45,35,68,SW,14,0,30.14,Fair,26,22,17
16280,12,23,1,AS,N593AS,SFO,80,407,2586,570,650,797,45,35,68,SW,14,0,30.14,Fair,26,22,21
16284,12,23,1,B6,N962JT,SFO,17,410,2586,655,672,885,47,35,63,SW,12,0,30.09,Partly Cloudy,30,20,10
16286,12,23,1,DL,N706TW,SFO,-4,412,2586,685,681,917,47,35,63,SW,12,0,30.09,Partly Cloudy,30,20,14
16287,12,23,1,AS,N513AS,SFO,-9,407,2586,690,681,917,47,35,63,SW,12,0,30.09,Partly Cloudy,30,20,20
16354,12,23,1,B6,N937JB,SFO,-5,419,2586,929,924,1168,49,32,52,SW,14,0,30.03,Mostly Cloudy,36,37,14
16373,12,23,1,DL,N712TW,SFO,2,417,2586,970,972,1207,47,31,54,WSW,10,0,30.01,Partly Cloudy,29,32,11
16381,12,23,1,AS,N265AK,SFO,-10,410,2586,995,985,1225,47,31,54,WSW,10,0,30.01,Partly Cloudy,29,32,24
16400,12,23,1,AA,N103NN,SFO,7,416,2586,1029,1036,1265,44,34,68,SW,13,0,30.0,Partly Cloudy,31,36,16
16457,12,23,1,B6,N935JB,SFO,18,412,2586,1200,1218,1432,44,33,65,WSW,14,0,29.98,Mostly Cloudy,33,43,17
16482,12,23,1,DL,N704X,SFO,66,419,2586,1220,1286,19,42,33,70,SW,13,0,29.96,Mostly Cloudy,34,29,20
16494,12,23,1,B6,N981JT,SFO,-5,402,2586,1309,1304,91,42,33,70,SW,13,0,29.96,Mostly Cloudy,34,29,13
16535,12,24,2,AS,N423AS,SFO,9,407,2586,420,429,647,41,31,67,NNE,10,0,30.09,Mostly Cloudy,31,29,36
16561,12,24,2,DL,N713TW,SFO,-4,419,2586,490,486,729,43,30,60,N,14,0,30.13,Mostly Cloudy,45,17,18
16575,12,24,2,B6,N929JB,SFO,-9,414,2586,550,541,784,44,30,58,NNE,14,0,30.15,Mostly Cloudy,34,15,14
16587,12,24,2,AS,N248AK,SFO,-3,407,2586,570,567,797,44,30,58,NNE,14,0,30.15,Mostly Cloudy,34,15,26
16593,12,24,2,DL,N721TW,SFO,-1,412,2586,590,589,822,44,30,58,NNE,14,0,30.15,Mostly Cloudy,34,15,24
16606,12,24,2,B6,N961JT,SFO,-3,410,2586,655,652,885,47,28,48,N,17,0,30.11,Partly Cloudy,23,20,19
16609,12,24,2,AA,N115NN,SFO,25,409,2586,630,655,859,47,28,48,N,17,0,30.11,Partly Cloudy,23,20,24
16622,12,24,2,AS,N274AK,SFO,-5,407,2586,690,685,917,47,28,48,N,17,0,30.11,Partly Cloudy,26,18,26
16672,12,24,2,B6,N992JB,SFO,-11,419,2586,929,918,1168,45,25,46,N,12,0,30.13,Mostly Cloudy,30,34,25
16691,12,24,2,DL,N707TW,SFO,-3,413,2586,970,967,1203,42,24,49,NNW,12,0,30.15,Mostly Cloudy,23,29,13
16698,12,24,2,AS,N527AS,SFO,-5,410,2586,995,990,1225,42,24,49,NNW,12,0,30.15,Mostly Cloudy,23,29,19
16713,12,24,2,AA,N105NN,SFO,25,416,2586,1029,1054,1265,41,24,51,N,10,0,30.16,Mostly Cloudy,24,31,19
16762,12,24,2,B6,N923JB,SFO,-6,412,2586,1200,1194,1432,38,24,57,N,10,0,30.19,Mostly Cloudy,35,26,25
16763,12,24,2,DL,N704X,SFO,-5,419,2586,1199,1194,1438,38,24,57,N,10,0,30.19,Mostly Cloudy,35,26,31
16784,12,24,2,B6,N989JT,SFO,1,402,2586,1309,1310,91,37,24,59,N,8,0,30.2,Partly Cloudy,25,23,14
16815,12,25,3,AS,N253AK,SFO,-5,407,2586,420,415,647,31,24,76,N,7,0,30.24,Partly Cloudy,17,20,29
16847,12,25,3,DL,N717TW,SFO,-2,419,2586,490,488,729,36,27,70,N,7,0,30.25,Partly Cloudy,47,16,20
16862,12,25,3,B6,N977JE,SFO,-3,414,2586,550,547,784,39,28,65,NE,8,0,30.25,Mostly Cloudy,33,14,17
16870,12,25,3,AS,N288AK,SFO,-5,407,2586,570,565,797,39,28,65,NE,8,0,30.25,Mostly Cloudy,33,14,27
16877,12,25,3,DL,N712TW,SFO,0,412,2586,590,590,822,39,28,65,NE,8,0,30.25,Mostly Cloudy,33,14,24
16893,12,25,3,AA,N103NN,SFO,47,409,2586,630,677,859,44,31,60,CALM,0,0,30.2,Mostly Cloudy,24,19,32
16897,12,25,3,B6,N986JB,SFO,30,410,2586,655,685,885,44,31,60,CALM,0,0,30.2,Mostly Cloudy,24,19,25
16901,12,25,3,AS,N248AK,SFO,-3,407,2586,690,687,917,44,31,60,CALM,0,0,30.2,Mostly Cloudy,24,19,26
16954,12,25,3,B6,N947JB,SFO,-6,419,2586,929,923,1168,41,34,76,SSE,5,0,30.15,Mostly Cloudy,31,31,23
16977,12,25,3,DL,N710TW,SFO,19,413,2586,965,984,1198,39,34,82,SSE,6,0,30.16,Mostly Cloudy,24,30,17
16980,12,25,3,AS,N551AS,SFO,-5,410,2586,995,990,1225,39,34,82,SSE,6,0,30.16,Mostly Cloudy,24,30,26
16989,12,25,3,AA,N113AN,SFO,-1,416,2586,1029,1028,1265,37,35,93,SE,5,0,30.16,Mostly Cloudy,26,28,18
17037,12,25,3,B6,N944JT,SFO,-3,412,2586,1200,1197,1432,35,34,96,S,3,0,30.17,Mostly Cloudy,42,24,30
17040,12,25,3,DL,N706TW,SFO,6,419,2586,1199,1205,1438,35,34,96,S,3,0,30.17,Mostly Cloudy,27,40,38
17062,12,25,3,B6,N968JT,SFO,-9,402,2586,1309,1300,91,35,35,10,CALM,0,0,30.16,Mostly Cloudy,26,22,20
17148,12,26,4,B6,N990JL,SFO,-5,414,2586,550,545,784,39,37,93,NNE,8,0,30.32,Mostly Cloudy,41,21,16
17150,12,26,4,AS,N285AK,SFO,126,407,2586,420,546,647,39,37,93,NNE,8,0,30.32,Mostly Cloudy,41,21,20
17160,12,26,4,AS,N278AK,SFO,-4,407,2586,570,566,797,39,37,93,NNE,8,0,30.32,Mostly Cloudy,41,21,25
17169,12,26,4,DL,N624AG,SFO,-1,416,2586,590,589,826,39,37,93,NNE,8,0,30.32,Mostly Cloudy,41,21,20
17176,12,26,4,AA,N109NN,SFO,-5,409,2586,630,625,859,42,37,82,N,8,0,30.32,Mostly Cloudy,26,22,21
17181,12,26,4,B6,N992JB,SFO,-8,410,2586,655,647,885,42,37,82,N,8,0,30.32,Mostly Cloudy,26,22,17
17189,12,26,4,AS,N288AK,SFO,-9,407,2586,690,681,917,43,36,76,NNE,8,0,30.31,Mostly Cloudy,29,19,41
17193,12,26,4,DL,N707TW,SFO,-2,412,2586,685,683,917,43,36,76,NNE,8,0,30.31,Mostly Cloudy,29,19,28
17256,12,26,4,B6,N991JT,SFO,-5,419,2586,929,924,1168,46,39,76,NNE,7,0,30.35,Mostly Cloudy,35,36,15
17275,12,26,4,DL,N706TW,SFO,-5,417,2586,965,960,1202,46,40,79,E,8,0,30.35,Mostly Cloudy,28,32,14
17284,12,26,4,AS,N287AK,SFO,-9,410,2586,995,986,1225,46,41,83,E,13,0,30.36,Mostly Cloudy,28,32,22
17301,12,26,4,AA,N115NN,SFO,-2,416,2586,1029,1027,1265,45,40,82,E,14,0,30.36,Cloudy,31,35,20
17355,12,26,4,B6,N935JB,SFO,-7,412,2586,1200,1193,1432,45,40,82,ESE,10,0,30.37,Cloudy,41,30,15
17369,12,26,4,DL,N702TW,SFO,2,419,2586,1220,1222,19,45,40,82,ESE,10,0,30.37,Cloudy,37,41,14
17392,12,26,4,B6,N969JT,SFO,-4,402,2586,1309,1305,91,45,41,86,E,12,0,30.38,Cloudy,35,30,27
17426,12,27,5,AS,N457AS,SFO,-11,407,2586,420,409,647,47,43,86,S,8,0,30.31,Cloudy,18,26,33
17429,12,27,5,DL,N704X,SFO,-7,409,2586,420,413,649,45,44,97,SSW,6,0,30.3,Mostly Cloudy,18,26,26
17473,12,27,5,DL,N706TW,SFO,1,422,2586,490,491,732,48,45,89,SSW,9,0,30.3,Mostly Cloudy,54,20,24
17490,12,27,5,B6,N942JB,SFO,-9,414,2586,550,541,784,50,45,83,SSW,10,0,30.29,Mostly Cloudy,42,17,19
17498,12,27,5,AS,N278AK,SFO,-7,407,2586,570,563,797,50,45,83,SSW,10,0,30.29,Mostly Cloudy,42,17,24
17512,12,27,5,DL,N624AG,SFO,-2,416,2586,590,588,826,51,45,80,SSW,12,0,30.28,Mostly Cloudy,42,17,15
17520,12,27,5,AA,N102NN,SFO,-6,409,2586,630,624,859,51,44,77,SW,10,0,30.26,Cloudy,24,22,16
17525,12,27,5,B6,N945JT,SFO,-6,410,2586,655,649,885,51,44,77,SW,10,0,30.26,Cloudy,24,22,15
17536,12,27,5,AS,N274AK,SFO,-10,407,2586,690,680,917,50,45,83,SSW,7,0,30.22,Cloudy,28,19,36
17540,12,27,5,DL,N710TW,SFO,-1,412,2586,685,684,917,50,45,83,SSW,7,0,30.22,Cloudy,28,19,22
17601,12,27,5,B6,N977JE,SFO,-9,419,2586,929,920,1168,49,46,90,S,6,0,30.13,Cloudy,35,37,17
17625,12,27,5,DL,N702TW,SFO,1,417,2586,970,971,1207,49,46,90,S,6,0,30.13,Mostly Cloudy,28,31,15
17633,12,27,5,AS,N270AK,SFO,-1,410,2586,995,994,1225,49,46,90,S,6,0,30.13,Mostly Cloudy,28,31,15
17641,12,27,5,AA,N101NN,SFO,-5,416,2586,1029,1024,1265,50,45,83,SW,10,0,30.13,Mostly Cloudy,28,35,22
17699,12,27,5,B6,N923JB,SFO,-1,412,2586,1200,1199,1432,50,46,86,W,9,0,30.14,Cloudy,42,28,21
17721,12,27,5,DL,N711ZX,SFO,-5,419,2586,1265,1260,64,50,45,83,WSW,9,0,30.14,Cloudy,36,30,15
17735,12,27,5,B6,N979JT,SFO,-5,402,2586,1309,1304,91,50,45,83,WSW,9,0,30.14,Cloudy,36,30,17
17773,12,28,6,AS,N278AK,SFO,-3,407,2586,420,417,647,44,44,10,W,8,0,30.21,Partly Cloudy,17,25,32
